index,text,old_label,new_label,reason
18850,mana bos ku yang kenapa gojek saya tidak bisa login,positive,negative,Clear negative pattern detected
18853,aplikasi bagus tapi klo ada kendala kekurangan pesanan atau ada kondimen yang tidak lengkap susah mau ngadunya,negative,neutral,Mixed sentiment detected
18939,cs gojek tidak pernah sekalipun ngasih solusi malah bikin pusing promosi di gojek dikit tidak kaya dulu promonya pun ya gitulah banyak syaratnya harga makanan di go food jauh banget sama harga asli di warungnya biasanya cuma beda sekarang bisa beda sampe ada biaya jasa aplikasi yang bukannya makin bagus aplikasinya tapi makin jelek uninstal soon mau ajak keluarga ama temen temen yang lain juga buat pindah saja ke grab sudah keliatan sangat kapitalis makasih,negative,neutral,Mixed sentiment detected
18943,kenapa mau upgrade ke gopay plus verifikasinya selalu gagal padahal ktp dah benar tapi tetap dah nga diterimah tolonglah bantuanya sudah bagus up malah nga bisa digunakan buruk ni,negative,neutral,Mixed sentiment detected
18983,aplikasi yang sangat membantu banyak aplikasi online tapi tidak tahu kenapa cocok aja ada yang bilang mahal ini itu tp kepuasan itu tidak bisa d tutup i dan kepuasan orang bisa beda sebanding dengan rasa syukurnya kepada sang pencipta semua rizeki sudah pada jalannya masing,negative,neutral,Mixed sentiment detected
18997,setelah lambat saya pakai gojek promonya terutama diskon go ride go car jarang sekali sekalinya dapat waktunya cuma sedikit kadang sering gangguan juga masalah sinyal kalau harga sih masih oke sama mungkin helm kalau yang sudah lambat diganti baru biar lebih bersih jarang juga dapet masker dan sarung kepala mungkin lebih banyak koordinasi lagi dengan drivernya semoga pelayanan terus meningkat agar memberikan kepuasan bagi pelanggan,positive,neutral,Mixed sentiment detected
19020,penanganan keluhan pelanggan kurang cepat saldo go pay hilang begitu saja dan terjadi lagi hari ini pembayaran token pln katanya berhasil dan saldo gopay sudah terpotong tapi di riwayat transaksi tidak ada dan nomor tokennya tidak dapat buat keluhan pelanggan tidak muncul di halaman keluhannya haduuh,negative,neutral,Mixed sentiment detected
19052,gojek ini ya makin hari sudah makin mahal bukan malah makin baik fiturnya malah makin kaya apk sampah saya pesen gofood sudah di terima resto pengemudi sampi lokasi ternyata tutup gitu saya mau batal saja susah mibta ampun sampai tlp cs juga tidak ada solusi penyelesaian disuruh nunggu tapi malah tlp di matikan saya customer tiap hari pakai apk ada biaya aplikasi yang harus saya bayar masa kaya gini pelayanannya gilaa kalian sih fitur pengaduan juga tidak guna kasihan drivermu,negative,neutral,Mixed sentiment detected
19099,sekarang apk nya tidak jelas karena awal saya instal apk ini nyaman saja tapi ketika ada msalah kenaikan tarif jadi saya tidak suka lagi karena dulu tarifnya masih murah di banding angkutan umum tapi sekarang justru lebih mahal baru bberapa hari naik tarif goraid sekarang sudah naik lg kalo kaya gitu sampai seturusnya berarti bukan membantu lagi pake apk gojek trims,negative,neutral,Mixed sentiment detected
19136,penyakit lama maps sering error suka bingung mantau diver yang jemput belum lagi yang driver yang pakai cara curang pesan diambil tapi tidak ada responjual mahal,negative,neutral,Mixed sentiment detected
19202,buruk banget sudah ubah pin kali tapi tiap kali masukin pin yang bener malah dianggap salah mulu tiap kali mau disambungkan ke akun prakerja pasti selalu bermasalah di bagian input pin tolonglah untuk kedepannya bisa lebih baik lagi agar orang orang bisa nyaman menggunakannya,positive,neutral,Mixed sentiment detected
19329,mau nanya nih kenapa ya saya tidak bisa login ke gojek saya tampilannya loading trus padahal sudah masukin no telpon padahal hampir tiap hari pakai gojek,neutral,negative,"Clear negative pattern, not mixed"
19336,saya dulu suka dengan aplikasi gojek tapi lama lama kenapa ribet terlalu banyak iklan mau cari menu jadi terganggu dengan banyak gambar tidak simpel kurang komunikatif untuk semua kalangan,negative,neutral,Mixed sentiment detected
19339,ini keamanan nya bener bener aman banget sampe sampe saya salah pin x pendingin ny lambat banget,neutral,negative,"Clear negative pattern, not mixed"
19342,tolong lah gopay ini mau update go plus saja susah banget saya tidak bisa transaksi ini masa sudah berhari hari mau foto ktp saja tidak bisa telepon call centre cuma suruh ulang lagi ya gmna ya kalo aplikasinya saja aneh masa sudah foto ktp sesuai instruksi tidak bisa mulu tolong diperbaiki lagi,negative,neutral,Mixed sentiment detected
19347,permintaan upgrade gopay lambat banget ongkir gofood juga gaada tulisannya langsung bikin bingung selain itu ongkirnya juga mahal minimal k kalau pakai tunai mana promonya juga dikit banget mending pake app sebelah banyak promo ongkos murah dan tidak ribet,positive,negative,Clear negative pattern detected
19407,buruk sudah bagus up sudah ada inboxnya tapi statusnya masih parah pas mau bayar pesanan pakai gopay juga masih tidak bisa statusnya masih perampokan ini buat pengguna lain baca dlu coment saya ini sebelum bagus up,negative,neutral,Mixed sentiment detected
19408,ada sebuah transaksi gopay ilegal dan itu masuk pada akun gopay saya pas saya cek tidak ada transaksi saya coba laporan ke gojek akun saya di reset dan bukti transaksi keluar dan ada sebuah transaksi bagus up game namun di google play store saya tidak ada riwayat transaksi pas saya lapor ke gopay lagi untuk minta uang saya kembali namun tidak bisa padahal sudah ada bukti bahwa saya tidak melakukan transaksi saya sangat kecewa dengan gopay,negative,neutral,Mixed sentiment detected
19415,tidak ngerti lagi saya sama pengemudi go car sudah kali saya pesan selalu berakhir di batalkan padahal lagi urgent sekali saya mau pulang dan bawa bayi pesanan pertama saya sudah dapat tapi si pengemudi tidak ada menghubungi atau merespon saya sekali pun pesanan kedua kenapa ya ko menurut saya manja banget si pengemudi bilang jarak dari bank mandiri sukabumi ke daerah cemerlang dibilang jauh sekali padahal kalo bicara baik bisa kali saya tambahkan dari harga pesanan nya saya sungguh kecewa sama go jek,negative,neutral,Mixed sentiment detected
19431,bagus sih cuma kecewa sedikit klo pesan goride suka di kasih drivernya jauh padahal di sekitar banyak pengemudi yang ngetem jadi waktu tunggu saya jadi lama tidak efisien,positive,neutral,Mixed sentiment detected
19546,aplikasi ini sangat membantu saya apalagi d waktu tertentu apalagi d mlam hari d saat kendaraan susah d cari,neutral,positive,"Clear positive pattern, not mixed"
19562,sekarang masuk ke aplikasinya lambat banget sekalinya sudah masuk suka kluar sendiri huft,neutral,negative,"Clear negative pattern, not mixed"
19575,tolong ya di perbaiki fitur go transit nya saya sudah pesan go transit tapi pas saya mau scan buka fitur itu malah stuck di loading saja bikin saya lambat masuk ke stasiunnya ya,negative,neutral,Mixed sentiment detected
19751,yth gojek saya senang sekali menggunakan ini tapi tolong perbaiki dri ada kendla jaringan atau drivernya klu memang antar nya kejauhan atu tidak bisa tolong batal sendiri jangan minta kita customer yang suruh cancel tolong banget di perbaiki lagi saya kecewa sama pengemudi yang tidak mau rugi karena poin klu emang tidak mau rugi ya jgn tolak rejeki klu mau nolak lebih baik batal sndiri jgn kita cus suruh batal apa lagi di suruh nunggu lambat tapi tidak bisa jemput malah pengemudi minta saya cancel,negative,neutral,Mixed sentiment detected
19753,kali ini saya cukup kecewa sama gojek saya pesan makanan ternyata harga tidak sesuai dengan yang di aplikasi dan ketika makanan datang eh nota nya bukan dari restonya tapi nota toko bangunannota nya dipalsukan gojek nya saya tanyain ngeles mulu mohon tindak lanjutnya dong kayak gitu jelekin reputasi gojek tuh tolong dong yang amanah saya tidak masalah duitnya tapi saya menilai dari amanah dan rasa jujurnya emang tidak takut apa uang yang dihasilkan itu tidak berkah subhanaallah,negative,neutral,Mixed sentiment detected
19764,semenjak semenjak hadirnya goto limit paylater tidak bisa di gunakan saya sangat kecewa tidak perna bayar telat di cicilan tapi limit bertamba mau pake transaksi tidak bisa di gunain malah di go jek limit paylater di blokir tolong beri solusi semulanya nya berjalan lancar baik belanja gofood maupun yang lain nya sekarang limit bertambah malah sia sia malah di alihkan gopay apa limit pay later masih di gunain apa ud tidak bisa lagi tolong solusinya terima kasih,positive,neutral,Mixed sentiment detected
19773,sudah tahun pake gojek saya kasih bintang dulu karena makin kesini berat jg biaya administrasi nya semoga ada perbaikan biaya jasa aplikasi mahal banget padahal kan di apliksi harga makanannya sudah kena pajak mahal jg kalo tidak ada promosi ongkir jg mahal sih tapi masih bisa dimaklumi kalo ongkir padahal saya pakenya setiap hari kali jadi naik berkali kali lipat anggaran makan saya,negative,neutral,Mixed sentiment detected
19913,kadang derivernya hpnya ngk bisa dihubungi secara keseluruhan masih baik cuma penjemputan kadang lambat mungkin macet kali ya tapi ok lah tidak masalah,positive,neutral,Mixed sentiment detected
19938,saya sudah sering pesan di gojek cuman saya kecewa kenapa kalau bayarnya gopay alamat belum ketemu makanan ditaruh sembarangan kalau cash beda lagi ditunggu sampai ketemu makanan saya digantung dipagar untung saja masih utuh dan itu saya bayar gopay tolong diperbaiki lagi,negative,neutral,Mixed sentiment detected
19988,gojek sekarang tidak bisa beli voucher goride menggunakan point padahal sudah update ke yang terbaru tapi tulisan nya masih versi lama padahal sudah update saya sudah cek play store kenapa aneh sekali ya mohon di perbaiki terimakasih,negative,neutral,Mixed sentiment detected
19997,untuk perjalanan dan pelayanan dr draiver memuaskan sekali tpi sayang promosi nya tidak ada padahal setiap hari bekerja unt berangkat dan pulang menggunakan gojek jadi tolong promonya ditingkalkan lagi,neutral,positive,"Clear positive pattern, not mixed"
20006,bagus up paket data prosenya kenapa jadi lama bulan sebelumnya aman saja kalau transaksi tidak bisa diproses sekian menit di kasih opsi untuk batal bukan nunggu x jam agar bisa bagus up di tempat lain perlu buru tapi nunggu prosenya lama,negative,neutral,Mixed sentiment detected
20010,kenapa aplikasi saya tidak bisa pesan go ride padahal sudah update terbaru dan tisak bisa klaim poin ket sibuk padat merayap,neutral,negative,"Clear negative pattern, not mixed"
20037,pengemudi kalo terima pesan tokopedia now pada males ngambil dijemputnya lama dianternya lama padahal jarak sudah deket tapi malah nongkrong dulu habis ngambil dia balik lagi ke tempat semula menit baru jln mungkin males karena dikit dpt duitnya tolonglah kita konsumen sudah dibebanin biaya tambahan buat pelayanan tapi pelayanannya begini klo yang dibeli barang kering msh oke klo sayuran atau daging beku kan jadi nya mencair,negative,neutral,Mixed sentiment detected
20067,gini min pertama saya suka dengan apk ini karena banyak memberikan kenyamanan tapi yang saya tidak suka driver nya min sudah beberapa kali saya pesan gojek drivernya selalu datangnya lama terus pas saya batal karena berhubungan waktu terlalu lama malah saya yang di maki maki salah saya apa min kan seharusnya drivernya kosisten dengan waktu kenapa malah pelanggan yang di maki,negative,neutral,Mixed sentiment detected
20068,gojek emng terbaik tapi saya berharap akan ada fitur save location kerna saya agak kesulitan dalam mengingat alamat saya berharap pihak gojek bisa menambahkan fitur itu sekian terima kasih,positive,neutral,Mixed sentiment detected
20088,makin kesini makin jelek pengemudi suka telat yang harus nya dateng jam tapi belum jalan anak sekolah dibikin telatt muluu belagu bgt ujan dikit sepi banget gada yang ambil kalo kaya gitu mah sekarang pindah ke grab atau maxxim,negative,neutral,Mixed sentiment detected
20111,walau pun saya belum pernah pke apk ini saya ksih bitang saja yh semoga dengan apk ini bisa membantu di setiap jenis saya sudah menerima saldo gopay senilai rb dari aplikasi terlegit membayar nama aplikasi nya itu video budyy bisa menghasilan berapa pun yang kita mau misi cumn nonton video selama menit lumayantapi ada yang beda dengan aplikasi ini semua anggota pengikut apk ini sllu mengalami kesulitan tolong perbaiki secara teliti jangan bikin orng lain kebingungan tolong respon min,positive,neutral,Mixed sentiment detected
20121,mohon di balas ya mimin gojek saya puas sekali menggunakan gopaylatter nah yang mau saya tanya kan bulan in saya menggunakan gopaylater dan sudah di bayarkan namun masih ada sisa limit rb nah trnyata ada limit baru muncul dan disuruh aktfin limit baru tapi beda dari limit yang sekarang seandainya saya tidak menggunakan limit saya yang lambat apakah limit yang baru akan ditambahkan dengan limit lambat atau hanya limit baru yang muncul pda bulan berikut nya mhon jawban nya makasih,negative,neutral,Mixed sentiment detected
20126,suka lambat banget dapat drivernya,neutral,negative,"Clear negative pattern, not mixed"
20146,jangan gunakan layanan ini ongkir ny gila saya tanya k pengemudi cuma dpt sdkit smpe tunjukin masa saya pesan gofood km ongkir ribu trus saya pakai voucher potongan rbu sama saja tidak dpt voucher aplikasi sudah jadi mafia di negeri sama saja bohong tidak dpt promo kita sebagai konsumen selama ini di bohongi sama aplikasi ini lebih baik uninstal aplikasi ini penipuan konsumen,positive,neutral,Mixed sentiment detected
20161,saya penggunaan gojek plus sedangkan istri saya tidak berlangganan tapi kenapa lebih murah istri saya ketika pesan gocar gokek pluss lebih mahal,negative,neutral,Mixed sentiment detected
20162,admin tolong bantuan aplikasi saya tidak bisa pesan apapun dan gopay saya banyak tidak bisa di pakai ada apa dengan akun saya saya lapor lewat email tidak ada yang respon,positive,negative,Clear negative pattern detected
20219,selama ini sangat bagus tetapi sekarang biaya layanan di go food nya mahal banget kalau mnurut saya dari orng yang pas pasan hehe,positive,neutral,Mixed sentiment detected
20234,kecewa bgt akun org dah jadi bos baru di bekuin sama dia send ke bantuan tapi cuman di bales pake template saja zz setidaknya kasih solusi dong masa kita ajuin pertanyaan di bales pake template doang huh padahal apk bagus tapi gini dah la ku kecewa banget,negative,neutral,Mixed sentiment detected
