content,content_clean,score,sentiment
"sejauh saya menggunakan aplikasi ini, aplikasi ini sangat bermanfaat dan membantu saya dalam bepergian, tidak ada kendala sulit yang saya alami, semua berjalan sesuai dengan apa yang saya pikirkan, dan tolong perbanyak lagi diskon² bagi pengguna serta terus kembangkan aplikasi ini.","sejauh saya menggunakan aplikasi ini, aplikasi ini sangat bermanfaat dan membantu saya dalam bepergian, tidak ada kendala sulit yang saya alami, semua berjalan sesuai dengan apa yang saya pikirkan, dan tolong perbanyak lagi diskon² bagi pengguna serta terus kembangkan aplikasi ini.",5,positive
"Sebenernya ok ok aja cuma RISIH PARAH SAMA IKLAN GOFOOD YANG ""DEUH MI ANAK SUKA JAJAN"" gajelas","sebenernya ok ok aja cuma risih parah sama iklan gofood yang ""deuh mi anak suka jajan"" gajelas",2,negative
"lemot banget mau pencet nambah pesenan malah ga muncul muncul padahal sinyal bagus hp juga normal ga lemot, berkali kali udah kaya gini kenapa ya","lemot banget mau pencet nambah pesenan malah ga muncul muncul padahal sinyal bagus hp juga normal ga lemot, berkali kali udah kaya gini kenapa ya",4,positive
"Waktu penjemputan ok, pemilihan rute, ok dan ramah","waktu penjemputan ok, pemilihan rute, ok dan ramah",5,positive
aplikasi broken dana masih banyak di apk tapi tidak bisa pesan menunya,aplikasi broken dana masih banyak di apk tapi tidak bisa pesan menunya,2,negative
"gojek kenapa siihh,drivernya kudu banget sepanjang jalan ngocehhh ajah minta tambahin argo,kalo sekali dua kali ngomongnya ga apa apa ini ngomong minta tambahin argo sampai berkali kali,tanpa diminta juga saya punya fikiran buat nambahin,,tolong dong gojek drivernya di edukasi lagi","gojek kenapa siihh,drivernya kudu banget sepanjang jalan ngocehhh ajah minta tambahin argo,kalo sekali dua kali ngomongnya ga apa apa ini ngomong minta tambahin argo sampai berkali kali,tanpa diminta juga saya punya fikiran buat nambahin,,tolong dong gojek drivernya di edukasi lagi",2,negative
driver songong,driver songong,1,negative
sangat memuaskan,sangat memuaskan,5,positive
"Semakin di upgrade semakin susah, tranafer haeus verivikasi ktp, terus ktp rusak jadi nda bisa diapa""in nih saldo, ayolah tolong dong pihak gojek","semakin di upgrade semakin susah, tranafer haeus verivikasi ktp, terus ktp rusak jadi nda bisa diapa""in nih saldo, ayolah tolong dong pihak gojek",5,positive
keren banyak promonya,keren banyak promonya,5,positive
"penjemputan terlalu jauh, sistemnya buruk mending pakai MAXIM","penjemputan terlalu jauh, sistemnya buruk mending pakai maxim",1,negative
"punya apk di perbaikin dong fitur mapny, lokasi jemputnya mana diarahin ke tempat lain bikin orang dimarahin am gojek babi + bikin telat ae","punya apk di perbaikin dong fitur mapny, lokasi jemputnya mana diarahin ke tempat lain bikin orang dimarahin am gojek babi + bikin telat ae",1,negative
Sangat membantu,sangat membantu,4,positive
"Pesan makan ny lama,kecewa berat deh 😒😒😒😒🙂‍↕️🙂‍↕️🙂‍↕️🙂‍↕️😔😔😔😔","pesan makan ny lama,kecewa berat deh 😒😒😒😒🙂‍↕️🙂‍↕️🙂‍↕️🙂‍↕️😔😔😔😔",2,negative
Di cancel mulu sebel :),di cancel mulu sebel :),1,negative
aplikasi yang sangat memudahkan untuk transportasi,aplikasi yang sangat memudahkan untuk transportasi,5,positive
pinjaman GO-PAY lunasi sebelum jatuh tempo pas pinjam lagi di tolak parah auto delete. bunga besar. orang amanah di kecewain parah,pinjaman go-pay lunasi sebelum jatuh tempo pas pinjam lagi di tolak parah auto delete. bunga besar. orang amanah di kecewain parah,1,negative
sangat membantu dalam keadaan mendesak,sangat membantu dalam keadaan mendesak,5,positive
"Maaf , apakah ada yg mengalami kendala yg sama dg saya. Terkadang saya gak bs klik unt membuka chat dan telp dr gojek tidak berdering. Apakah krn gangguan sinyal atau bagaimana.","maaf , apakah ada yg mengalami kendala yg sama dg saya. terkadang saya gak bs klik unt membuka chat dan telp dr gojek tidak berdering. apakah krn gangguan sinyal atau bagaimana.",4,positive
"salah titik di map, driver marah², gak gitu jg kali...","salah titik di map, driver marah², gak gitu jg kali...",4,positive
"Mohon maaf, tadi saya mesen gojek, udah nyampe terus udah sampe tujuan. Kenapa gojek nya tiba2 mesen sendiri lagi?? Padahal hape udah saya matiin loh, ini gojek gimna?? Gara2 tu saya dikata2in","mohon maaf, tadi saya mesen gojek, udah nyampe terus udah sampe tujuan. kenapa gojek nya tiba2 mesen sendiri lagi?? padahal hape udah saya matiin loh, ini gojek gimna?? gara2 tu saya dikata2in",2,negative
"Kebiasaan,servernya lemot","kebiasaan,servernya lemot",4,positive
"Saya Sangat Kecewa dengan Gojek,dalam Fitur Gopay Pinjam,setelah saya Bayar Pelunasan sebelum JT dan saya Ajukan Kembali,kok Malah di TOLAK dengan keterangan Desember bisa diajukan kembali,inipun blm pasti Cair..Sangat tak Masuk Akal..Sya ini Taat bayar Hutang dan Silk OjK saya bersih.!!!","saya sangat kecewa dengan gojek,dalam fitur gopay pinjam,setelah saya bayar pelunasan sebelum jt dan saya ajukan kembali,kok malah di tolak dengan keterangan desember bisa diajukan kembali,inipun blm pasti cair..sangat tak masuk akal..sya ini taat bayar hutang dan silk ojk saya bersih.!!!",1,negative
"untuk semua aih bagus bagus aja, cumanya aku kadang punya hewan peliharaan mau bawa jalan atau ke pet shop susah kali tolong donk bikinin kek go pet gitu bisa bawa penumpang sama hewan soalny bnyk driver yg nolak jug klo bawa hewan","untuk semua aih bagus bagus aja, cumanya aku kadang punya hewan peliharaan mau bawa jalan atau ke pet shop susah kali tolong donk bikinin kek go pet gitu bisa bawa penumpang sama hewan soalny bnyk driver yg nolak jug klo bawa hewan",4,positive
"ok,tapi ongkos nya mahal","ok,tapi ongkos nya mahal",5,positive
"ko gak bisa di updet ya, gmna si 😑","ko gak bisa di updet ya, gmna si 😑",5,positive
kenapa akun baru tidak dapat voucher goride kecewa padahal saya langganan gojek,kenapa akun baru tidak dapat voucher goride kecewa padahal saya langganan gojek,1,negative
Good delivery and fast response,good delivery and fast response,4,positive
"Driver ny milih"" ya susah banget kalo nyari driver. Apalagi kalo hujan","driver ny milih"" ya susah banget kalo nyari driver. apalagi kalo hujan",2,negative
"go instan sebaiknya tidak lagi menggunakan nomor... tapi pakai barcode seperti QRIS biar lebih simpel,jadi kesannya tidak seperti kompotitor..","go instan sebaiknya tidak lagi menggunakan nomor... tapi pakai barcode seperti qris biar lebih simpel,jadi kesannya tidak seperti kompotitor..",5,positive
"kadang pengiriman salah rumah, untuk kedepannya di perhatikan lagi driver nya","kadang pengiriman salah rumah, untuk kedepannya di perhatikan lagi driver nya",2,negative
tingkatkan agar lebih baik lagi,tingkatkan agar lebih baik lagi,4,positive
Joss gandosss mantulitassssss,joss gandosss mantulitassssss,5,positive
Sangat membantu,sangat membantu,4,positive
"Tolong sistem aplikasinya di perbaiki, orderan saya di cancel dg oleh beberapa driver,karena cukup lama tidak dapat driver , akhirnya saya batalkan pencairan dan close aplikasi. Tapi kenapa aplikasinya masih melakukan pencairan driver? dan baru respon stlh saya dpt driver dari aplikasi Maxim. di update sistemnya,sistem Canel order jg harus ada saat pencairan driver,jika terlalu lama tidak dapat/tidak di respon (padahal banyak driver ngumpul di 1 titik) maka customer berhak mengcanel order.","tolong sistem aplikasinya di perbaiki, orderan saya di cancel dg oleh beberapa driver,karena cukup lama tidak dapat driver , akhirnya saya batalkan pencairan dan close aplikasi. tapi kenapa aplikasinya masih melakukan pencairan driver? dan baru respon stlh saya dpt driver dari aplikasi maxim. di update sistemnya,sistem canel order jg harus ada saat pencairan driver,jika terlalu lama tidak dapat/tidak di respon (padahal banyak driver ngumpul di 1 titik) maka customer berhak mengcanel order.",1,negative
aplikasi cepat,aplikasi cepat,4,positive
Makin menyiksa driver sewa nya semakin sulit mnding blik Kya dulu GK delay,makin menyiksa driver sewa nya semakin sulit mnding blik kya dulu gk delay,2,negative
Orang blm jga naek tpi uda di selesai aja aplikasi macam apa nie,orang blm jga naek tpi uda di selesai aja aplikasi macam apa nie,2,negative
mohon disegerakan mode gelap di aplikasi go-jek. menunya sudah lama ada tapi kok nggak buru-buru direalisasikan untuk penerapannya? ayo segera ditambahkan mode gelap biar irit baterai di aplikasi go-jek.,mohon disegerakan mode gelap di aplikasi go-jek. menunya sudah lama ada tapi kok nggak buru-buru direalisasikan untuk penerapannya? ayo segera ditambahkan mode gelap biar irit baterai di aplikasi go-jek.,4,positive
"Diaktifkan, notifikasi muncul terus. Kalau tidak diaktifkan, status orderan tidak terpantau.. Bisa kan kurang2i mengirimkan hal2 tidak penting 🥲","diaktifkan, notifikasi muncul terus. kalau tidak diaktifkan, status orderan tidak terpantau.. bisa kan kurang2i mengirimkan hal2 tidak penting 🥲",4,positive
murah cepat dan ramah,murah cepat dan ramah,5,positive
Sangat membantu harga bersaing,sangat membantu harga bersaing,4,positive
gojek nya ga kena,gojek nya ga kena,1,negative
banyak driver yg cancel,banyak driver yg cancel,5,positive
ISTIMEWA bosss,istimewa bosss,5,positive
"jadi bintang 1 karena gopaypinjam cara tagihnya benar benar teror nya luar biasa, tolong cara penagihan gopaypinjam diubah lagi, jangan tau nya teror terus, saya bukan nya tidak mau bayar hanya terlambat saja, setelah saya lunasi gopaypinjam , saya tidak mau lagi pakai apk gojek lagi selamat tinggal apk gojek , saya yakin gojek bakal bangkrut dengan tingkah laku gopaypinjam, sy udah lunasi pinjaman saya di gopaypinjam , dan udh cukup anda teror saya , dan keluarga saya , dan selamat tinggal","jadi bintang 1 karena gopaypinjam cara tagihnya benar benar teror nya luar biasa, tolong cara penagihan gopaypinjam diubah lagi, jangan tau nya teror terus, saya bukan nya tidak mau bayar hanya terlambat saja, setelah saya lunasi gopaypinjam , saya tidak mau lagi pakai apk gojek lagi selamat tinggal apk gojek , saya yakin gojek bakal bangkrut dengan tingkah laku gopaypinjam, sy udah lunasi pinjaman saya di gopaypinjam , dan udh cukup anda teror saya , dan keluarga saya , dan selamat tinggal",1,negative
gojek pemecah masalah apa saja...,gojek pemecah masalah apa saja...,5,positive
Sejauh ini baik baik aja...,sejauh ini baik baik aja...,4,positive
"Hmmm, klo untuk gojek sendiri harus di rombak lagi ding, misal ya klo harga yg ada di apk bisa buat si pengemudi rugi mending ga usa di kasih harga discount, sering banget tuh supir atau driver nya pada curhat yg gini lah yg gitu lah klo misal nya kurang, kalo kyk gini kita kan bingung pas nya ngasih ongkos brapa, mungkin admin gojek bisa di koreksi atau merombak,","hmmm, klo untuk gojek sendiri harus di rombak lagi ding, misal ya klo harga yg ada di apk bisa buat si pengemudi rugi mending ga usa di kasih harga discount, sering banget tuh supir atau driver nya pada curhat yg gini lah yg gitu lah klo misal nya kurang, kalo kyk gini kita kan bingung pas nya ngasih ongkos brapa, mungkin admin gojek bisa di koreksi atau merombak,",2,negative
"Lama-kelamaan, semakin banyak yg make aplikasi, oknum driver aplikasi ini banyak yang bikin kecewa.","lama-kelamaan, semakin banyak yg make aplikasi, oknum driver aplikasi ini banyak yang bikin kecewa.",2,negative
udah telat bayar harus expres terus ga ada notif pas penggantian driver gimana sih sistemnya gojek nih bikin kecewa mulu parah banget,udah telat bayar harus expres terus ga ada notif pas penggantian driver gimana sih sistemnya gojek nih bikin kecewa mulu parah banget,1,negative
"Bintang 2 dulu,, masih belajar","bintang 2 dulu,, masih belajar",2,negative
"Kenapa kalo order dari/ke RS driver tak ada respon sama sekali, kalo gamau ambil orderan langsung aja cancel! Padahal sudah ambil prioritas juga","kenapa kalo order dari/ke rs driver tak ada respon sama sekali, kalo gamau ambil orderan langsung aja cancel! padahal sudah ambil prioritas juga",1,negative
"pasti tarifnya naik terus, nadim gimana ini katanya mempermudah tapi nyatanya mempersulit","pasti tarifnya naik terus, nadim gimana ini katanya mempermudah tapi nyatanya mempersulit",1,negative
males banget kalau hujan nggak ada yang mau nerima orderannya kalau pesan motor pas hujan-hujan sih wajar ya di cancel nggak apa-apa lah ini pesan mobil kayak nggak niat banget driver drivernya kalau nggak niat narik mendingan nggak usah jadi driver deh,males banget kalau hujan nggak ada yang mau nerima orderannya kalau pesan motor pas hujan-hujan sih wajar ya di cancel nggak apa-apa lah ini pesan mobil kayak nggak niat banget driver drivernya kalau nggak niat narik mendingan nggak usah jadi driver deh,1,negative
"Koneksi aneh, pakai paket data XL lemot, padahal dipakai nonton YouTube 1080p aman, giliran pakai data 3 lancar 🥴","koneksi aneh, pakai paket data xl lemot, padahal dipakai nonton youtube 1080p aman, giliran pakai data 3 lancar 🥴",2,negative
sangat membantu,sangat membantu,5,positive
Aplikasi ndk jelas ndk bisa membatalkan atau merubah pesanan gofood auto Hapus ganti apk Grab,aplikasi ndk jelas ndk bisa membatalkan atau merubah pesanan gofood auto hapus ganti apk grab,1,negative
"habis updet malah gak bisa masuk akun,kode otp salah mulu,padahal sudah saya masuk kode yang sudah di kirim dari pihak apk nya","habis updet malah gak bisa masuk akun,kode otp salah mulu,padahal sudah saya masuk kode yang sudah di kirim dari pihak apk nya",1,negative
"Untuk di kota Bontang kalimantan Timur belum banyak driver, tapi overall bagus si","untuk di kota bontang kalimantan timur belum banyak driver, tapi overall bagus si",4,positive
"Agak lama .. perut Uda laper ,🥺","agak lama .. perut uda laper ,🥺",4,positive
memudahkan dalam perjalanan transportasi,memudahkan dalam perjalanan transportasi,5,positive
lama nunggu ya tolong di perbaiki pencarian ya,lama nunggu ya tolong di perbaiki pencarian ya,1,negative
"aplikasi makin kesini makin mengecewakan, 3 x ditolak driver g niat kerja!!!!!! 👎👎👎👎👎👎👎👎👎👎👎🏾","aplikasi makin kesini makin mengecewakan, 3 x ditolak driver g niat kerja!!!!!! 👎👎👎👎👎👎👎👎👎👎👎🏾",1,negative
"ongkirnya mahall bangett, walaupun restorannya tetangga sendirii atau dekat dengan rumah, ongkirnya tetep mahall bisa sampai 80ribu an.","ongkirnya mahall bangett, walaupun restorannya tetangga sendirii atau dekat dengan rumah, ongkirnya tetep mahall bisa sampai 80ribu an.",2,negative
"sanagat kecewa dengan pelayanan aplikasi ini, semoga yang menyusahkan urusan orang lain urusanya akan di susahkan juga, amin","sanagat kecewa dengan pelayanan aplikasi ini, semoga yang menyusahkan urusan orang lain urusanya akan di susahkan juga, amin",4,positive
MOHON MENERTIBKAN RESTO YG MENGANTAR NGGAK SESUAI PESANAN (KURANG) DAN HARGA TAGIHAN DI MARK UP,mohon menertibkan resto yg mengantar nggak sesuai pesanan (kurang) dan harga tagihan di mark up,1,negative
"saldo gopay tiba2 di blokir, tidak tau penyebeb nya apa, sudah menghubungi pihak gopaynya di menu bantuan tetep tidak ada respon dan akun gopay saya masih belum bisa digunakan, tolong segera di perbaiki, karna saldonya mau di pakai. udah hampir 3 bulan saldo gopaynya masih di blokir juga, tanpa memberi alasan kenapa di blokir, ada yg bisa membantu.","saldo gopay tiba2 di blokir, tidak tau penyebeb nya apa, sudah menghubungi pihak gopaynya di menu bantuan tetep tidak ada respon dan akun gopay saya masih belum bisa digunakan, tolong segera di perbaiki, karna saldonya mau di pakai. udah hampir 3 bulan saldo gopaynya masih di blokir juga, tanpa memberi alasan kenapa di blokir, ada yg bisa membantu.",1,negative
keseringan update. tolong jangan update terus kalau ga ada yang penting penting,keseringan update. tolong jangan update terus kalau ga ada yang penting penting,4,positive
"agen CS nya bloon dan lemot,ganti donk dg yang pinteran dikit","agen cs nya bloon dan lemot,ganti donk dg yang pinteran dikit",1,negative
"salah satu driver menghilangkan paket saya, setelah laporan CS, tidak ada tanggapan .. sampai sekarang paket saya tidak ketemu.","salah satu driver menghilangkan paket saya, setelah laporan cs, tidak ada tanggapan .. sampai sekarang paket saya tidak ketemu.",1,negative
"layanan gofoodnya diperbaiki dah, jangan nyiksa orang dengan menunggu pesannya dateng, pikir aja restoran jarak ga sampai 2km ditambah makanan cepat saji kayak nasi padang pengantaranya 50 menit, mana mau dibatalin kagak bisa, sistem lu nyiksa orang sumpah","layanan gofoodnya diperbaiki dah, jangan nyiksa orang dengan menunggu pesannya dateng, pikir aja restoran jarak ga sampai 2km ditambah makanan cepat saji kayak nasi padang pengantaranya 50 menit, mana mau dibatalin kagak bisa, sistem lu nyiksa orang sumpah",1,negative
"Aplikasi yg bagus,, sangat membantu untuk keperluan sehari2,, tapi minusnya kalau lagi hujan, para driver food sering menghilang entah kemana gk ada sama sekali,, alasan di aplikasi pada sibuk,, tapi kalo gk ada hujan,, mereka ada,,, aneh aja,, rezeki di tolak karena hujan,,mungkin dari gojek bisa kasih solusi ke mereka,, terima kasih.","aplikasi yg bagus,, sangat membantu untuk keperluan sehari2,, tapi minusnya kalau lagi hujan, para driver food sering menghilang entah kemana gk ada sama sekali,, alasan di aplikasi pada sibuk,, tapi kalo gk ada hujan,, mereka ada,,, aneh aja,, rezeki di tolak karena hujan,,mungkin dari gojek bisa kasih solusi ke mereka,, terima kasih.",4,positive
"kata anak saya bapaknya baik,jemput anak sekolah","kata anak saya bapaknya baik,jemput anak sekolah",5,positive
"dikit"" tarif nya di bikin naik terus muak lama"" sama gojek ini. yg tadi nya 11000, jadi 14000. sekarang naik lagi jadi 22000 emg ga ngotak ini aplikasi nya kalo ngasih tarif","dikit"" tarif nya di bikin naik terus muak lama"" sama gojek ini. yg tadi nya 11000, jadi 14000. sekarang naik lagi jadi 22000 emg ga ngotak ini aplikasi nya kalo ngasih tarif",2,negative
nyari drivernya lamaa,nyari drivernya lamaa,2,negative
terimakasih atas pelayanan mas driver yg ramah dan profesional 🙏👍💟,terimakasih atas pelayanan mas driver yg ramah dan profesional 🙏👍💟,5,positive
tolooong ya... revisi lagi para driver yg ada di bali. kebanyakan pakai atribut gojek tapi ambil costumer secara offline. bahkan untuk sekedar gofood aja susahh banget dapet driver sampai harus nunggu melebihi estimasi waktu.,tolooong ya... revisi lagi para driver yg ada di bali. kebanyakan pakai atribut gojek tapi ambil costumer secara offline. bahkan untuk sekedar gofood aja susahh banget dapet driver sampai harus nunggu melebihi estimasi waktu.,1,negative
